"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2022-06-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Tayikistán","TJK","Demora en obtener una conexión eléctrica (días)","IC.ELC.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.5","11.6","","5.3","","","28.3","","","","","18.2","","","","","","8.9","","",
"Turkmenistán","TKM","Demora en obtener una conexión eléctrica (días)","IC.ELC.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"América Latina y el Caribe (BIRF y la AIF)","TLA","Demora en obtener una conexión eléctrica (días)","IC.ELC.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.7642857142857","",
"Timor-Leste","TLS","Demora en obtener una conexión eléctrica (días)","IC.ELC.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.1","","","","","","9.5","","","","","","",
"Oriente Medio y Norte de África (BIRF y la AIF)","TMN","Demora en obtener una conexión eléctrica (días)","IC.ELC.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.9166666666667","",
"Tonga","TON","Demora en obtener una conexión eléctrica (días)","IC.ELC.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.3","","","","","","","","","","","","",
"Asia meridional (BIRF y la AIF)","TSA","Demora en obtener una conexión eléctrica (días)","IC.ELC.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.1","",
"África al sur del Sahara (BIRF y la AIF)","TSS","Demora en obtener una conexión eléctrica (días)","IC.ELC.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.6657142857143","",
"Trinidad y Tobago","TTO","Demora en obtener una conexión eléctrica (días)","IC.ELC.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.8","","","","","","","","","","","",
"Túnez","TUN","Demora en obtener una conexión eléctrica (días)","IC.ELC.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","128.3","",
"Turquía","TUR","Demora en obtener una conexión eléctrica (días)","IC.ELC.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7","","6.4","11.1","","","7.4","","","","","7.1","","","","","","6.9","","",
"Tuvalu","TUV","Demora en obtener una conexión eléctrica (días)","IC.ELC.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzanía","TZA","Demora en obtener una conexión eléctrica (días)","IC.ELC.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.3","","","","","","","52.6","","","","","","","","",
"Uganda","UGA","Demora en obtener una conexión eléctrica (días)","IC.ELC.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","","","","","","","18.1","","","","","","","","",
"Ucrania","UKR","Demora en obtener una conexión eléctrica (días)","IC.ELC.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.9","","","33.5","","","47.8","","","","","8.4","","","","","","51.5","","",
"Ingreso mediano alto","UMC","Demora en obtener una conexión eléctrica (días)","IC.ELC.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.9586206896552","",
"Uruguay","URY","Demora en obtener una conexión eléctrica (días)","IC.ELC.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.6","","","","15.5","","","","","","","34.2","","","","",
"Estados Unidos","USA","Demora en obtener una conexión eléctrica (días)","IC.ELC.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Uzbekistán","UZB","Demora en obtener una conexión eléctrica (días)","IC.ELC.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.7","","","8.3","","","28","","","","","6","","","","","","9.3","","",
"San Vicente y las Granadinas","VCT","Demora en obtener una conexión eléctrica (días)","IC.ELC.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.2","","","","","","","","","","","",
"Venezuela","VEN","Demora en obtener una conexión eléctrica (días)","IC.ELC.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.4","","","","13.9","","","","","","","","","","","",
"Islas Vírgenes Británicas","VGB","Demora en obtener una conexión eléctrica (días)","IC.ELC.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Islas Vírgenes (EE.UU.)","VIR","Demora en obtener una conexión eléctrica (días)","IC.ELC.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Demora en obtener una conexión eléctrica (días)","IC.ELC.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.6","","","","","","18.5","","","","","","",
"Vanuatu","VUT","Demora en obtener una conexión eléctrica (días)","IC.ELC.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.3","","","","","","","","","","","","",
"Mundo","WLD","Demora en obtener una conexión eléctrica (días)","IC.ELC.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.7627118644068","",
"Samoa","WSM","Demora en obtener una conexión eléctrica (días)","IC.ELC.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.8","","","","","","","","","","","","",
"Kosovo","XKX","Demora en obtener una conexión eléctrica (días)","IC.ELC.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.9","","","","69.8","","","","","","21.8","","",
"Yemen, Rep. del","YEM","Demora en obtener una conexión eléctrica (días)","IC.ELC.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.2","","","","","","","","","","","",
"Sudáfrica","ZAF","Demora en obtener una conexión eléctrica (días)","IC.ELC.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.8","","","","","","","","","","","","","11.9","",
"Zambia","ZMB","Demora en obtener una conexión eléctrica (días)","IC.ELC.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97","","","","","","20.5","","","","","","61.7","","",
"Zimbabwe","ZWE","Demora en obtener una conexión eléctrica (días)","IC.ELC.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","","","","","22.2","","","","","",
